Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,Score,mood
1116,6sJRYw9CnzDyZ3mBOAVtNN,Los Amigos Invisibles,Commercial,Dulce,33,303213,False,0.758,0.819,11,-5.945,0,0.0528,0.0646,0.000168,0.138,0.827,117.971,4,afrobeat,21,Happy
1148,3kn7d9avE3lqlhmOK05O2X,Los Amigos Invisibles,Repeat After Me,Corazón Tatú,33,260693,False,0.687,0.876,7,-6.438,1,0.0344,0.00421,0.0328,0.139,0.884,126.015,4,afrobeat,21,Happy
1059,0afpxm7xkeXwj7KYzmS5Uc,Criolo,Viva Tim Maia,Me Dê Motivo,33,267853,False,0.864,0.623,5,-5.966,1,0.0344,0.452,0.00967,0.105,0.84,132.008,4,afrobeat,20,Happy
1095,3xfUu8alkwuMg8UBht9TtW,Criolo;Emicida,Criolo E Emicida Ao Vivo (Live),Bogotá - Live,33,369773,False,0.532,0.908,5,-6.124,0,0.238,0.367,0.000142,0.992,0.737,126.229,4,afrobeat,20,Happy
1122,382pQ7OIddHeCHHdaFxyYn,Plastilina Mosh,Aquamosh,Ode To Mauricio Garces,33,254080,False,0.463,0.718,4,-11.202,1,0.0275,0.205,0.0874,0.0541,0.855,174.112,4,afrobeat,20,Happy
1055,3vo1FajskK841e2gcxHpqB,Los Pirañas,Toma Tu Jabón Kapax,"Lambada de Oceanía, África y América",33,246613,False,0.522,0.672,7,-9.058,0,0.039,0.0785,0.418,0.0864,0.75,155.833,4,afrobeat,19,Happy
1063,7t6UycwC3vvVtTvbhdNSY9,Samuca e a Selva,Madurar,À Beça,33,321351,False,0.721,0.654,7,-7.877,0,0.0231,0.314,1.28e-05,0.828,0.826,102.978,4,afrobeat,19,Happy
1109,4iCQH7UCZiB1Tj35BPKFoN,Calle 13,Los De Atrás Vienen Conmigo,Bienvenidos A Mi Mundo,33,237026,True,0.658,0.715,10,-7.416,0,0.269,0.0174,0.0,0.307,0.543,189.895,4,afrobeat,19,Happy
1138,7skh6P9IoZ4wQBqTHd0xku,BaianaSystem,Duas Cidades,Calamatraca,33,181706,False,0.657,0.72,9,-6.375,0,0.0858,0.00356,0.000948,0.0809,0.413,142.006,4,afrobeat,19,Happy
1080,5K0z3idLxEFY0tv82NeMPe,Criolo,Criolo E Emicida Ao Vivo (Live),Mariô - Live,33,267480,False,0.572,0.874,5,-7.523,0,0.127,0.525,8.57e-06,0.711,0.681,94.006,4,afrobeat,18,Happy
1082,4YUWeLwUwRMzuxW5H4ASYp,BaianaSystem;As Ganhadeiras de Itapuã,Duas Cidades,Panela,33,173413,False,0.666,0.761,7,-5.472,1,0.0926,0.000143,0.712,0.112,0.797,143.035,4,afrobeat,18,Happy
1133,3TyQrs62Ma2oMsDZkayXFM,Metá Metá,Metá Metá,Obá Iná,33,303882,False,0.605,0.708,9,-5.546,0,0.0923,0.425,0.0,0.229,0.708,113.755,4,afrobeat,18,Happy
1147,6RgUXAzzRljhYRI78809Vx,Los Amigos Invisibles,Repeat After Me,Sex Appeal,32,169786,False,0.758,0.728,0,-5.127,1,0.044,0.00343,0.000182,0.294,0.846,120.961,4,afrobeat,21,Happy
1112,0DaMxhrFFLWFSs41y64XdP,BaianaSystem;Nação Zumbi,Alfazema,Alfazema,32,199095,False,0.677,0.929,5,-6.017,0,0.0418,0.309,0.00129,0.318,0.709,129.996,4,afrobeat,20,Happy
1074,2abpx1FO9dhMg16Q59iWL4,Criolo,Nó na Orelha,Samba Sambei (Dub Mix),32,220653,False,0.795,0.664,11,-10.679,1,0.0519,0.188,0.89,0.172,0.854,136.029,4,afrobeat,19,Happy
1077,177aS2QdvkU2reVZoXBw1G,Samuca e a Selva;Luedji Luna,Tudo Que Move É Sagrado,"Fé Cega, Faca Amolada",32,261552,False,0.795,0.573,0,-9.838,1,0.0554,0.403,0.004,0.102,0.65,135.123,4,afrobeat,19,Happy
1125,6awMoxUFFPfHusyCQAhxDA,Plastilina Mosh,Hola Chicuelos,Te Lo Juro Por Madonna (Si Omba Ta Gueno),32,179840,False,0.539,0.968,9,-5.323,0,0.0476,0.00049,0.0616,0.169,0.673,98.113,4,afrobeat,19,Happy
1157,6i1eq94lroJKzDqz3ocjbC,Los Amigos Invisibles,Cool Love,Disco Ball,31,247646,False,0.754,0.818,6,-7.047,0,0.0342,0.000998,6.26e-05,0.93,0.78,105.0,4,afrobeat,21,Happy
1115,09CcTt968KvhCgNMfoWgsl,Criolo,Duas de Cinco,Cóccix-ência,31,289947,False,0.564,0.903,1,-6.173,1,0.0786,0.0221,0.00198,0.3,0.568,164.047,4,afrobeat,20,Happy
1182,6CdWVVb0fEm68YrJFHSOI2,Los Amigos Invisibles,El Paradise (Extended),Espérame (Extended Mix),31,337882,False,0.75,0.775,9,-7.086,1,0.0382,0.00914,0.0061,0.075,0.962,119.982,4,afrobeat,20,Happy
1128,438mvglmmUAmK8OARQqFvd,BaianaSystem,OXEAXEEXU,Dança de Airumã,31,227573,False,0.683,0.862,7,-4.55,0,0.0619,0.157,0.00298,0.297,0.609,108.001,4,afrobeat,19,Happy
1129,2dyDSWM5tzbssqqN4LyGCV,BaianaSystem,Duas Cidades,"Barravenida, Pt. 2",31,392638,False,0.532,0.844,0,-6.393,1,0.104,0.18,0.000174,0.0869,0.0822,137.954,4,afrobeat,19,Happy
1143,2jR9xbXmW7L5W2qMLQprBy,BaianaSystem,OXEAXEEXU,Chapéu Panamá,31,183706,False,0.824,0.932,7,-4.664,1,0.256,0.414,0.0136,0.0594,0.471,105.01,4,afrobeat,19,Happy
1164,0HaeGQdShN9VUjakBQfrp6,Plastilina Mosh,Hola Chicuelos,Enzo,31,235200,False,0.735,0.864,1,-4.801,1,0.0742,0.00434,0.598,0.765,0.851,90.037,4,afrobeat,19,Happy
1113,5LgIR0Fzfc9vJy2Yx4WI0P,Jorge Drexler,Sea,Crece,31,190600,False,0.649,0.51,5,-11.928,1,0.228,0.466,0.00202,0.0983,0.476,174.931,3,afrobeat,18,Happy
1119,3T7LettdukEd5Kf1s6MII4,BaianaSystem,OXEAXEEXU,Raminho,31,78880,False,0.588,0.711,0,-8.105,1,0.038,0.924,0.00698,0.31,0.951,145.818,3,afrobeat,18,Happy
1120,32XyUNQGL33AqoRBNlW4OS,BaianaSystem,BaianaSystem,"Oxe, Como Era Doce",31,247226,False,0.69,0.695,2,-10.241,1,0.036,0.0186,0.00351,0.456,0.564,106.032,4,afrobeat,18,Happy
1131,3apWATxafGDKl8YxTwbiTx,Samuca e a Selva,Madurar,Flores Raras,31,267997,False,0.713,0.605,1,-8.45,1,0.0348,0.733,3.13e-06,0.552,0.885,100.014,4,afrobeat,18,Happy
1110,63TbBqehgYbVYaj7vt7OAf,OQuadro;Dimak,OQuadro,Tá Amarrado,30,232826,False,0.881,0.834,0,-5.625,1,0.175,0.216,3.97e-05,0.127,0.941,94.967,4,afrobeat,21,Happy
1160,0H3GpvGeVrCXu0opyBwXs3,Los Amigos Invisibles,El Paradise,Contigo,30,252600,False,0.642,0.933,5,-5.562,1,0.0431,0.00928,2.31e-05,0.337,0.743,131.982,4,afrobeat,21,Happy
1111,2KDD9eK8UrlbxKjx5XodvL,Nomade Orquestra;Russo Passapusso,"Vox Populi, Vol. 1",Agente Russo,30,311453,False,0.724,0.902,7,-6.758,1,0.0322,0.102,0.000205,0.386,0.385,122.023,4,afrobeat,20,Happy
1156,60RAYSlPmLbMwNF0UQRq54,Los Amigos Invisibles,Cool Love,Canción Ecológica,30,261885,False,0.76,0.649,6,-9.064,0,0.0579,0.0417,0.0,0.0825,0.715,105.009,4,afrobeat,20,Happy
1175,5zY1AEroeKrcz3t97TJZSN,Los Amigos Invisibles;C-Funk;Mcklopedia,Cool Love,Como te Gusta (feat. C-Funk & McKlopedia),30,167717,False,0.84,0.632,5,-7.338,0,0.0599,0.0674,0.0,0.164,0.764,93.985,4,afrobeat,20,Happy
1184,0AJrAnMeFDG04VHuuvrC9Y,BaianaSystem,BaianaSystem,Jah Jah Revolta,30,321666,False,0.551,0.806,11,-8.328,0,0.0558,0.026,0.00122,0.0762,0.671,143.876,4,afrobeat,20,Happy
1121,1wLaZctzZCnr9NJNZOjcVY,Jorge Drexler,Sea,Uno,30,169066,False,0.715,0.686,1,-9.727,1,0.036,0.227,0.657,0.11,0.86,130.945,4,afrobeat,19,Happy
1124,3irY15zmv8TmHe8leleLbN,Samuca e a Selva,Madurar,Madurar,30,241322,False,0.716,0.713,0,-6.294,0,0.0289,0.41,0.00067,0.153,0.896,119.957,4,afrobeat,19,Happy
1177,68jCHd8ltpjWwj0cDX2G1y,Jorge Drexler,Sea,Nada menos,30,220413,False,0.695,0.514,9,-9.933,1,0.0326,0.283,0.00019,0.116,0.439,132.065,4,afrobeat,19,Happy
1180,7nTDFaGqZtkA0KDEays8vu,BaianaSystem;Bule Bule;Rapadura,OXEAXEEXU,Oxe,30,198213,False,0.765,0.912,7,-3.823,0,0.153,0.316,1.25e-06,0.0785,0.568,107.999,4,afrobeat,19,Happy
1189,0ZIsepDdpiFV9dGhIXyFau,The New Mastersounds;Spellbinder,Made for Pleasure,Fancy (feat. Spellbinder),30,358053,False,0.537,0.744,7,-7.267,1,0.0655,0.0896,0.337,0.202,0.826,153.109,4,afrobeat,19,Happy
1114,3c3SlCmGqAULLHI3eGuHTK,Romperayo,Romperayo,Alegria por un Zumo de Naranja Con Panela,30,213992,False,0.6,0.65,5,-16.989,1,0.0412,0.000416,0.795,0.178,0.868,131.078,4,afrobeat,18,Happy
1141,6qXJn6TJ6bTajeRdGApJ47,Jorge Drexler,12 segundos de oscuridad,La infidelidad de la era informática,30,183159,False,0.801,0.423,9,-4.918,0,0.0703,0.486,0.0106,0.0934,0.468,139.987,4,afrobeat,18,Happy
1176,0l2BHYyFjlGdnR0uunsImK,Los Amigos Invisibles,Super Pop Venezuela,Si Tú Te Vas,30,278093,False,0.783,0.491,5,-9.672,1,0.0351,0.044,0.000361,0.147,0.339,134.955,4,afrobeat,18,Happy
1186,5jPPbInoWNDVOBCyKCvvec,BaianaSystem;Roberto Mendes,BaianaSystem,Nesse Mundo,30,222613,False,0.747,0.521,2,-9.483,0,0.0325,0.638,0.0304,0.118,0.498,120.035,4,afrobeat,18,Happy
1196,1JF1nELbG0d3bxg7EPLGNQ,Los Amigos Invisibles,The New Sound of the Venezuelan Gozadera,Cachete a Cachete,30,287533,False,0.781,0.755,7,-7.015,1,0.0395,0.564,0.00267,0.126,0.597,118.168,4,afrobeat,18,Happy
1171,058beKosGKglMtEQ3sZwq6,BaianaSystem,ATO 3: América do Sol,Corneteiro Luís,29,219746,False,0.762,0.858,9,-4.589,0,0.0313,0.321,0.0629,0.276,0.836,126.005,4,afrobeat,21,Happy
1233,4KoSQS6Bs9ZjgkdvR7UFJM,Los Amigos Invisibles,Super Pop Venezuela,No Es Fácil Amar,29,249520,False,0.732,0.825,4,-7.509,0,0.0453,0.0707,0.00598,0.204,0.79,117.893,4,afrobeat,21,Happy
1249,7cn8UphRWOPeGn4hxMvY0X,Los Amigos Invisibles,Repeat After Me,Invisible Love,29,274346,False,0.731,0.747,11,-6.612,0,0.0305,0.0136,0.0301,0.09,0.962,125.98,4,afrobeat,21,Happy
1107,25WjhzidELBiE8WBROJIRs,Afrocidade,Afrocidade na Pista,Tô pra Onda,29,235567,False,0.71,0.846,4,-3.981,0,0.0479,0.0798,0.00352,0.395,0.505,118.025,4,afrobeat,20,Happy
1159,3aYnx0DinQBKrjS5OjSDEq,Tony Allen;Damon Albarn,Été jazz,Go Back,29,337493,False,0.501,0.911,7,-6.49,0,0.154,0.0342,0.165,0.512,0.724,82.34,1,afrobeat,20,Happy
1191,2TPCINjlzZ9Hbp0tCRQC2b,BaianaSystem,BaianaSystem,O Carnaval Quem É Que Faz?,29,263146,False,0.603,0.849,11,-8.917,0,0.0392,0.1,0.138,0.106,0.674,143.027,4,afrobeat,20,Happy
1169,3AWPLOOFNh8vxh8yS5z8dj,Juanafé,Parrilladas Vargas (Vol. II),Como Ayer,29,217217,False,0.732,0.613,1,-8.872,0,0.0352,0.765,1.16e-06,0.137,0.924,102.481,4,afrobeat,18,Happy
1181,57ypE3GdN7ZLaZou7JAu9t,Jorge Drexler,Sea,Tamborero,29,264293,False,0.833,0.579,11,-9.205,0,0.101,0.451,0.294,0.152,0.819,94.008,4,afrobeat,18,Happy
1167,4lCTl376EHJc2DMFkCtOPY,Newen Afrobeat,Curiche,Chaltumay,28,356800,False,0.789,0.869,8,-6.758,1,0.0482,0.168,0.391,0.0944,0.909,124.947,4,afrobeat,21,Happy
1197,0CgaxyFnvXznq6GCM6XJeW,Criolo,Viva Tim Maia,Coroné Antonio Bento,28,202040,False,0.51,0.933,9,-4.89,1,0.18,0.0185,0.0,0.278,0.789,176.083,4,afrobeat,21,Happy
1229,4PYtKS83Cg2UZa6rKrePyT,Los Amigos Invisibles,Dame el Mambo,Dame el Mambo,28,268580,False,0.738,0.868,2,-5.411,1,0.061,0.00763,0.0638,0.0844,0.802,119.988,4,afrobeat,21,Happy
1241,1Ob6GLRM0pdmW6Nl8hnGNj,BaianaSystem;Tonho Matéria,OXEAXEEXU,Catraca,28,126120,False,0.742,0.939,7,-4.784,1,0.106,0.363,0.00604,0.157,0.965,154.955,4,afrobeat,21,Happy
1165,1sleIdUSkIg36nTMf10XPe,Juanafé;Demian Rodríguez,Fuiste un Trozo de Hielo en la Escarcha,Fuiste un Trozo de Hielo en la Escarcha,28,247750,False,0.714,0.532,7,-9.327,1,0.0296,0.573,0.0,0.0909,0.795,129.972,4,afrobeat,20,Happy
1179,1sTIyJ58UqaMxjGllmkzx2,BaianaSystem,OXEAXEEXU,Tubarão,28,142333,False,0.738,0.925,0,-4.205,1,0.0429,0.0125,0.836,0.153,0.704,131.065,4,afrobeat,20,Happy
1192,3A33sno00r6ooYuPjV8txe,BaianaSystem,OXEAXEEXU,Rádio África,28,198720,False,0.736,0.948,7,-5.486,1,0.0443,0.0586,0.694,0.854,0.848,130.013,4,afrobeat,20,Happy
1195,6HuZyRmNgLkVALF4LS99TB,Plastilina Mosh,Juan Manuel,Human Disco Ball,28,214266,False,0.806,0.99,11,-7.994,0,0.0455,0.000385,0.509,0.0305,0.921,125.026,4,afrobeat,20,Happy
1237,47zhPBoQaIgrDlRTZn3e8Z,Los Amigos Invisibles,El Paradise,Viajero Frecuente del Amor,28,252106,False,0.609,0.92,5,-4.989,0,0.034,0.00647,0.143,0.194,0.661,133.924,4,afrobeat,20,Happy
1242,4UI3qMUacIIev18bDTyRRR,BaianaSystem;Claudia Manzo,OXEAXEEXU,Capucha,28,174680,False,0.736,0.938,2,-4.176,1,0.156,0.168,5.29e-05,0.215,0.561,104.981,4,afrobeat,20,Happy
1162,1CppY4y3oYEv6NIC4w9irf,La Misa Negra,La Misa Negra,Acosadora - Radio Edit,28,232826,False,0.634,0.892,9,-4.395,0,0.0519,0.0183,0.000177,0.233,0.648,99.998,4,afrobeat,19,Happy
1173,7Fy5yxwDFi71dQId1TEMjV,Mandrill,Just Outside Of Town,Mango Meat,28,286613,False,0.596,0.686,2,-7.915,1,0.103,0.28,0.00969,0.0726,0.729,103.949,4,afrobeat,19,Happy
1244,39xIDaeOVTKlUpSAwaG5Jr,Plastilina Mosh,Aquamosh,Monster Truck,28,258160,False,0.583,0.932,4,-7.734,0,0.0762,0.00208,0.0119,0.0674,0.492,96.899,4,afrobeat,19,Happy
1172,15F5w6GELfrYu4M4Wq02Nt,Jorge Drexler,Llueve,De amor y de casualidad,28,191466,False,0.741,0.564,9,-9.052,1,0.051,0.225,6.71e-05,0.0964,0.359,117.859,4,afrobeat,18,Happy
1153,3ZYakLJ3Qva6MlVXmxnjmv,QUITAPENAS,Tigrada,La Educación,27,243560,False,0.497,0.916,9,-3.984,1,0.103,0.0774,1.97e-05,0.0635,0.934,136.705,4,afrobeat,21,Happy
1232,4uvbpWSO8tnJFWwDCimjmU,Los Amigos Invisibles;Superthriller,Cool Love,Give us your money (feat. Superthriller),27,258104,True,0.776,0.793,7,-7.276,1,0.16,0.0702,7.82e-06,0.288,0.771,112.003,4,afrobeat,20,Happy
1208,1d27EOdOzpEGWWT59hf1xm,Jor'dan Armstrong,YOU,YOU,27,188133,False,0.701,0.718,2,-5.677,1,0.0301,0.00647,0.0,0.173,0.608,93.028,4,afrobeat,19,Happy
1213,2v7OzJaNF7ZCXrbnsYonGw,Jorge Drexler,Llueve,No pienses de más,27,190000,False,0.706,0.608,0,-8.304,1,0.031,0.227,4.36e-05,0.112,0.215,120.407,4,afrobeat,19,Happy
1217,01ioXCMkGpxuKrdEO3TSob,Jor'dan Armstrong,GRACE,GRACE,27,255761,False,0.681,0.579,2,-6.141,0,0.0434,0.212,0.0,0.333,0.588,120.037,4,afrobeat,19,Happy
1228,1z38CbWAVCe8mJ9r4uWTAa,Jorge Drexler,Sea,Durante,27,197506,False,0.608,0.706,1,-10.1,1,0.138,0.00226,0.000728,0.329,0.504,177.914,4,afrobeat,19,Happy
1245,5qSIn5VR4Yp1xcb7krEJQy,BaianaSystem;Céu,OXEAXEEXU,O Que Não Me Destrói Me Fortalece,27,232773,False,0.737,0.571,11,-6.756,0,0.0303,0.0585,0.000707,0.126,0.655,119.054,4,afrobeat,19,Happy
1161,7dzIHCPzvdmVpIjgE0Hidr,Subhira,Transubhiriano Americano,Cumbia Elemental,27,250200,False,0.555,0.623,2,-7.464,1,0.0916,0.258,8.17e-05,0.259,0.464,90.922,4,afrobeat,18,Happy
1248,2hUuLfZEqlAGqlp5aWmcaU,Jackie Mittoo,The Keyboard King at Studio One,Killer Diller,27,167493,False,0.591,0.748,5,-7.136,1,0.0292,0.0679,0.837,0.286,0.961,127.636,4,afrobeat,18,Happy
1273,4alWdQ3c2rd0NuIwZ3nF5M,Jorge Drexler,Una cancion me trajo hasta aqui,Una canción me trajo hasta aquí,26,198773,False,0.669,0.843,0,-5.726,1,0.03,0.0641,0.000297,0.109,0.842,131.461,4,afrobeat,21,Happy
1294,1KME77F9mu2RQS8vo6JVwa,BaianaSystem;Makavelli;Jay Mitta,OXEAXEEXU,Nauliza,26,220613,False,0.618,0.942,4,-4.511,0,0.13,0.0359,0.00416,0.247,0.736,170.005,4,afrobeat,21,Happy
1287,48DWFHPOnkzvgyywwED5ZO,Los Amigos Invisibles,Commercial,Es la Verdad,26,305693,False,0.623,0.952,7,-7.348,1,0.0391,0.241,0.0113,0.121,0.714,108.004,4,afrobeat,20,Happy
1293,08kI60xFWphU3ZYkHX00io,The New Mastersounds;Eddie Roberts;Lamar Williams Jr.,The Deplar Effect,Meet You In The Sunshine,26,364053,False,0.579,0.833,6,-9.369,0,0.0428,0.0785,0.165,0.221,0.732,95.838,4,afrobeat,20,Happy
1297,3JhHQXwYAoG2ks4F6FQ6FB,Los Amigos Invisibles;Kinky,El Paradise,Anestesiada (feat. Kinky),26,224586,False,0.736,0.951,4,-3.983,0,0.0436,0.0149,0.329,0.0833,0.932,116.001,4,afrobeat,20,Happy
1174,49ieDVc3fyaSV6QUiusAWG,Criolo,Espiral de Ilusão - Deluxe Edition,Língua Felina – Deluxe Edition,26,180480,False,0.77,0.797,0,-4.778,1,0.0345,0.555,0.000122,0.0928,0.964,96.879,4,afrobeat,19,Happy
1205,1gP3o6z0DgtdcOzffesabd,TJ Cream,The Vibe,The Vibe,26,163500,False,0.827,0.604,8,-8.976,0,0.244,0.643,1.86e-05,0.163,0.766,140.923,4,afrobeat,19,Happy
1211,2KCyx1wmIdWUwJPM7LItHS,Sarah Téibo;Sigag Lauren;Paola Carla,Belongs to You (EDM Remix),Belongs to You - EDM Remix,26,187500,False,0.746,0.828,0,-6.568,1,0.0409,0.113,0.0028,0.0635,0.31,104.974,4,afrobeat,19,Happy
1221,7bm92XIVukRUY8O3xEhWfX,Breakestra,Hit the Floor,Show & Prove,26,177453,False,0.668,0.874,7,-2.771,1,0.0731,0.587,0.0,0.109,0.836,107.346,4,afrobeat,19,Happy
1178,793VAZ2ErvDgTgJmvlwRVW,El Hijo De La Cumbia,Freestyle de Ritmos,La Mara Tomaza,26,230635,False,0.598,0.929,7,-4.382,0,0.0629,0.0072,0.406,0.369,0.655,92.603,4,afrobeat,18,Happy
1220,3x048ys8VRKBAe4JHvi8kU,Criolo,Espiral de Ilusão - Deluxe Edition,Lá Vem Você,26,220320,False,0.784,0.597,2,-6.307,1,0.068,0.685,0.000273,0.11,0.961,81.984,4,afrobeat,18,Happy
1270,4THV8iU0E5bW9uPLjDVWSC,Los Amigos Invisibles,Arepa 3000,Llegaste Tarde,26,416040,False,0.49,0.82,5,-7.138,1,0.0684,0.799,0.0558,0.131,0.854,102.572,4,afrobeat,18,Happy
1279,2gDu2SBfDxy3s7eElrPs6Q,Calle 13,Los De Atrás Vienen Conmigo,Los De Atrás Vienen Conmigo,26,216093,True,0.641,0.66,2,-5.595,1,0.357,0.208,0.0,0.128,0.549,169.881,4,afrobeat,18,Happy
1338,7CPcdd139C0dnItn6nJefB,Plastilina Mosh,Tasty + B Sides,Kinkinzazo,25,206093,True,0.688,0.948,1,-4.961,1,0.074,0.0334,0.0,0.307,0.957,126.703,4,afrobeat,21,Happy
1347,6WwuU2Qa5bDgmu9Y7H9NPK,BaianaSystem,OXEAXEEXU,Monopólio,25,197600,False,0.532,0.93,5,-5.064,1,0.0966,0.0136,0.000119,0.496,0.785,169.997,4,afrobeat,21,Happy
1387,39GG1KFPegqcjknOasUrg3,Plastilina Mosh,All U Need Is Mosh,Danny Trejo,25,240200,True,0.771,0.968,7,-6.142,1,0.0584,0.288,0.0,0.0809,0.756,93.984,4,afrobeat,21,Happy
1216,6DU07zLVPOlPqqybYpQZDn,La Misa Negra,La Misa Negra,Dueña de Mi,25,183213,False,0.587,0.686,9,-5.113,0,0.122,0.00428,0.00705,0.0428,0.71,183.938,4,afrobeat,20,Happy
1224,5v9NU6mZ8sbEUXcyEZeZlw,Criolo,Espiral de Ilusão - Deluxe Edition,Menino Mimado,25,227640,False,0.827,0.603,0,-5.248,0,0.0354,0.552,0.000798,0.214,0.83,144.001,4,afrobeat,20,Happy
1258,7EytAw7jpuHSPDoro79Rc0,Breakestra;Choklate,Stand up,Take My Time,25,300973,False,0.641,0.884,7,-5.472,1,0.0602,0.0567,0.0,0.0219,0.883,104.962,4,afrobeat,20,Happy
1264,6qZA2WW7WaPQ6fk3QT0dcw,Calle 13,Los De Atrás Vienen Conmigo,Esto Con Eso,25,250080,True,0.659,0.74,7,-6.524,1,0.198,0.108,0.0,0.115,0.91,190.001,4,afrobeat,20,Happy
1280,7F9iD9cZBEQMZgeD9EuO4Z,Juanafé,Afrorumba Chilenera,El Volcán,25,174102,False,0.715,0.897,2,-4.822,0,0.0635,0.432,0.0,0.15,0.839,96.891,3,afrobeat,20,Happy
1341,2JR5HmL68bHLqfgj888rvB,Los Amigos Invisibles,Commercial,Plastic Woman,25,205520,False,0.875,0.684,0,-6.257,1,0.0607,0.0284,3.55e-05,0.206,0.926,115.031,4,afrobeat,20,Happy
1206,5wzXA6J543VYmrDVrFN6Bg,Caê,O Caçador e a Flecha,O Caçador e a Flecha,25,211850,False,0.795,0.598,0,-7.021,1,0.0329,0.312,0.00807,0.0552,0.883,108.992,4,afrobeat,19,Happy
1207,0iEmk7H1cg3eiwVckWHsSe,Afrocidade,Vivão,LadoB,25,180000,False,0.655,0.774,9,-5.295,0,0.171,0.0283,0.00235,0.0651,0.462,192.004,4,afrobeat,19,Happy
1212,5uz0SWG61f8sK3YG37AuuU,Timoneki;Silvana Estrada,Vida,Mi Gente,25,237613,False,0.498,0.695,4,-6.89,0,0.0335,0.055,9.9e-06,0.126,0.59,175.815,4,afrobeat,19,Happy
1215,0ef9BxWhaAOvzqsDuDLp2a,Becca Folkes;Happi,12 Rounds (feat. Happi),12 Rounds (feat. Happi),25,166373,False,0.725,0.611,4,-7.218,0,0.128,0.086,0.0,0.504,0.415,101.012,4,afrobeat,19,Happy
1218,0lG2LQ2t8sUXzVef5SYjEj,Thiago França,A Espetacular Charanga do França,Cumbia Cumbia,25,207307,False,0.893,0.728,5,-7.742,0,0.0893,0.327,0.000288,0.041,0.924,94.067,4,afrobeat,19,Happy
1234,5o0ehnApshT6XmXu3tT2OJ,Abayomy Afrobeat Orquestra,Abra Sua Cabeça,Abra Sua Cabeça,25,387165,False,0.695,0.895,1,-8.202,1,0.048,0.116,0.734,0.311,0.962,120.069,4,afrobeat,19,Happy
1259,0QOkTTHHu298cUM38FZTd8,Jor'dan Armstrong,SHE,SHE,25,224000,False,0.704,0.692,11,-6.2,0,0.186,0.223,0.0,0.0796,0.614,92.527,4,afrobeat,19,Happy
1275,7JxdbxzHJZLP9kBtUNuwKt,Afrocidade,Vivão,Direto de Camaçacity,25,173071,False,0.821,0.779,10,-4.283,0,0.113,0.0976,0.0,0.0659,0.464,105.003,4,afrobeat,19,Happy
1298,1z8eYOOd1fjxbubkDd8Z9a,Jorge Drexler,Frontera,Memoria del cuero,25,304440,False,0.674,0.869,2,-9.837,1,0.0398,0.374,0.154,0.089,0.813,117.999,4,afrobeat,19,Happy
1238,0aRBk8abP2vA3wl7GV74SA,Newen Afrobeat,Curiche,Open Your Eyes,25,479053,False,0.802,0.702,5,-7.722,0,0.0525,0.229,0.581,0.173,0.855,113.073,4,afrobeat,18,Happy
1246,16PU73LgqfTxxwqTmSp6Ch,Jorge Drexler,Frontera,Camino a La Paloma,25,175866,False,0.778,0.243,9,-15.168,1,0.0596,0.64,0.00204,0.0823,0.714,166.027,3,afrobeat,18,Happy
1269,2inOdpcpLUNsxeKaCbCg1r,Jor'dan Armstrong,Blsd (Deluxe),Clout,25,217674,False,0.699,0.62,7,-4.885,1,0.185,0.0887,0.0,0.17,0.311,158.04,4,afrobeat,18,Happy
1272,2NVK1qY94RNPBEururiknk,Orgone,The Killion Floor,Duck and Cover,25,169800,False,0.786,0.729,11,-8.323,0,0.0425,0.0484,0.844,0.151,0.907,100.995,4,afrobeat,18,Happy
1288,2YsFthSjFDrRepQTwQuVNW,Lack Of Afro;Wax;Herbal T,My Groove Your Move (Bonus Version),International,25,272466,False,0.659,0.736,11,-8.119,0,0.202,0.00473,0.0,0.239,0.63,96.971,4,afrobeat,18,Happy
1290,34CpftIM0mTrUcBmjxN6uJ,Metá Metá,MetaL MetaL,Orunmilá,25,243617,False,0.623,0.66,5,-5.582,0,0.0546,0.405,1.68e-05,0.136,0.961,106.887,4,afrobeat,18,Happy
1276,1o2QdOWqHDLt6Fv2pVfkNf,Samuca e a Selva,Ditados Populares Dançantes,Feitiço,24,262731,False,0.868,0.793,6,-3.828,1,0.0315,0.255,1.31e-06,0.0884,0.972,121.977,4,afrobeat,21,Happy
1281,3lUTTvpsqOJGm28TZYgIGn,The Bongo Hop;Maikcel,"Satingarona, Vol. 1",Pa' Congo,24,221406,False,0.723,0.951,7,-5.076,1,0.0467,0.0681,0.0034,0.0478,0.762,110.076,4,afrobeat,21,Happy
1431,4TAri40qArazLsYypb6YwG,Plastilina Mosh,Tasty + B Sides,Aló,24,246960,False,0.76,0.662,10,-8.879,1,0.227,0.0119,0.000343,0.743,0.835,142.012,4,afrobeat,21,Happy
1265,6nOG7P1UzG9vqhBtB9Bdab,The Bongo Hop;Dafuniks,The Red Hill,The Red Hill,24,166866,False,0.776,0.788,1,-7.785,1,0.18,0.0732,0.0578,0.0773,0.871,99.91,4,afrobeat,20,Happy
1283,04Y5KWj5JKfr4IaMoPlQP3,Samuca e a Selva,Feitiço,Feitiço,24,262425,False,0.869,0.797,6,-4.455,1,0.0318,0.414,0.0,0.0852,0.973,121.996,4,afrobeat,20,Happy
